region,confirmed,deaths,recovered
1,61,0,0
10,14,0,0
11,131,0,0
12,17,0,0
2,34,0,0
3,376,0,0
4A,1163,0,0
4B,22,0,0
5,51,0,0
6,71,0,0
7,871,0,0
8,14,0,0
9,13,0,0
BARMM,11,0,0
CAR,44,0,0
CARAGA,3,0,0
NCR,5950,0,0
National Capital Region,1,0,0
