region,confirmed,deaths,recovered
1,62,0,0
10,15,0,0
11,143,0,0
12,17,0,0
2,35,0,0
3,376,0,0
4A,1191,0,0
4B,23,0,0
5,51,0,0
6,75,0,0
7,992,0,0
8,14,0,0
9,35,0,0
BARMM,11,0,0
CAR,43,0,0
CARAGA,3,0,0
NCR,6076,0,0
