region,confirmed,deaths,recovered
1,61,0,0
10,12,0,0
11,123,0,0
12,17,0,0
2,31,0,0
3,363,0,0
4A,1087,0,0
4B,21,0,0
5,45,0,0
6,68,0,0
7,503,0,0
8,8,0,0
9,12,0,0
BARMM,10,0,0
CAR,42,0,0
CARAGA,3,0,0
NCR,5332,0,0
