region,confirmed,deaths,recovered
1,61,0,0
10,12,0,0
11,129,0,0
12,17,0,0
2,31,0,0
3,363,0,0
4A,1096,0,0
4B,21,0,0
5,46,0,0
6,69,0,0
7,533,0,0
8,14,0,0
9,12,0,0
BARMM,10,0,0
CAR,44,0,0
CARAGA,3,0,0
NCR,5446,0,0
