region,confirmed,deaths,recovered
1,61,0,0
10,13,0,0
11,131,0,0
12,17,0,0
2,31,0,0
3,375,0,0
4A,1133,0,0
4B,21,0,0
5,50,0,0
6,69,0,0
7,642,0,0
8,14,0,0
9,13,0,0
BARMM,10,0,0
CAR,44,0,0
CARAGA,3,0,0
NCR,5809,0,0
