region,confirmed,deaths,recovered
1,62,0,0
10,15,0,0
11,144,0,0
12,17,0,0
2,34,0,0
3,381,0,0
4A,1220,0,0
4B,24,0,0
5,54,0,0
6,79,0,0
7,1081,0,0
8,14,0,0
9,49,0,0
BARMM,11,0,0
CAR,43,0,0
CARAGA,3,0,0
NCR,6234,0,0
