region,province,confirmed,deaths,recovered
BARMM,BASILAN,215,3,170
BARMM,LANAO DEL SUR,994,34,828
BARMM,MAGUINDANAO,533,8,413
BARMM,SULU,198,9,114
BARMM,TAWI-TAWI,148,4,131
CAR,ABRA,111,2,97
CAR,APAYAO,47,0,43
CAR,BENGUET,3673,39,2150
CAR,IFUGAO,97,0,78
CAR,KALINGA,221,0,184
CAR,MOUNTAIN PROVINCE,33,0,27
CARAGA,AGUSAN DEL NORTE,1720,45,1331
CARAGA,AGUSAN DEL SUR,306,7,201
CARAGA,DINAGAT ISLANDS,33,0,26
CARAGA,SURIGAO DEL NORTE,477,12,291
CARAGA,SURIGAO DEL SUR,449,23,348
NCR,NCR,180511,3300,168039
Region I: Ilocos Region,ILOCOS NORTE,202,1,191
Region I: Ilocos Region,ILOCOS SUR,164,1,144
Region I: Ilocos Region,LA UNION,594,16,526
Region I: Ilocos Region,PANGASINAN,2224,71,1802
Region II: Cagayan Valley,BATANES,3,0,3
Region II: Cagayan Valley,CAGAYAN,851,8,681
Region II: Cagayan Valley,ISABELA,1651,12,1291
Region II: Cagayan Valley,NUEVA VIZCAYA,641,19,587
Region II: Cagayan Valley,QUIRINO,22,0,18
Region III: Central Luzon,AURORA,77,0,21
Region III: Central Luzon,BATAAN,2978,41,2669
Region III: Central Luzon,BULACAN,10902,171,9851
Region III: Central Luzon,NUEVA ECIJA,1623,26,1330
Region III: Central Luzon,PAMPANGA,4987,77,3975
Region III: Central Luzon,TARLAC,870,15,666
Region III: Central Luzon,ZAMBALES,1647,17,1424
Region IV-A: CALABARZON,BATANGAS,10454,161,9260
Region IV-A: CALABARZON,CAVITE,20524,190,19009
Region IV-A: CALABARZON,LAGUNA,19524,149,18142
Region IV-A: CALABARZON,QUEZON,4463,67,3429
Region IV-A: CALABARZON,RIZAL,15407,290,13736
Region IV-B: MIMAROPA,MARINDUQUE,128,2,114
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,253,6,229
Region IV-B: MIMAROPA,ORIENTAL MINDORO,1013,17,894
Region IV-B: MIMAROPA,PALAWAN,523,4,507
Region IV-B: MIMAROPA,ROMBLON,68,0,68
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),178,4,160
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,323,9,220
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,3531,114,2623
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,126,0,99
Region V: Bicol Region,ALBAY,960,42,854
Region V: Bicol Region,CAMARINES NORTE,195,4,154
Region V: Bicol Region,CAMARINES SUR,1435,36,1179
Region V: Bicol Region,CATANDUANES,132,2,118
Region V: Bicol Region,MASBATE,292,1,211
Region V: Bicol Region,SORSOGON,400,16,299
Region VI: Western Visayas,AKLAN,228,7,198
Region VI: Western Visayas,ANTIQUE,168,1,159
Region VI: Western Visayas,CAPIZ,1007,33,811
Region VI: Western Visayas,GUIMARAS,194,1,178
Region VI: Western Visayas,ILOILO,6622,151,5374
Region VI: Western Visayas,NEGROS OCCIDENTAL,9863,232,8479
Region VII: Central Visayas,BOHOL,771,12,615
Region VII: Central Visayas,CEBU,22505,1307,20573
Region VII: Central Visayas,NEGROS ORIENTAL,505,6,319
Region VII: Central Visayas,SIQUIJOR,24,0,23
Region VIII: Eastern Visayas,BILIRAN,129,2,125
Region VIII: Eastern Visayas,EASTERN SAMAR,122,1,83
Region VIII: Eastern Visayas,LEYTE,3308,33,2936
Region VIII: Eastern Visayas,NORTHERN SAMAR,748,7,408
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),2305,16,2032
Region VIII: Eastern Visayas,SOUTHERN LEYTE,528,2,465
Region X: Northern Mindanao,BUKIDNON,761,9,597
Region X: Northern Mindanao,CAMIGUIN,47,0,38
Region X: Northern Mindanao,LANAO DEL NORTE,1647,46,1465
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,580,8,420
Region X: Northern Mindanao,MISAMIS ORIENTAL,2720,53,1917
Region XI: Davao Region,DAVAO DE ORO,308,2,259
Region XI: Davao Region,DAVAO DEL NORTE,633,6,444
Region XI: Davao Region,DAVAO DEL SUR,4598,149,3033
Region XI: Davao Region,DAVAO OCCIDENTAL,112,2,100
Region XI: Davao Region,DAVAO ORIENTAL,339,4,289
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),366,9,290
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),715,18,472
Region XII: SOCCSKSARGEN,SARANGANI,287,8,155
Region XII: SOCCSKSARGEN,SOUTH COTABATO,1719,39,1246
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,203,8,166
