region,province,confirmed,deaths,recovered
BARMM,BASILAN,177,3,145
BARMM,LANAO DEL SUR,891,32,682
BARMM,MAGUINDANAO,431,5,316
BARMM,SULU,118,8,38
BARMM,TAWI-TAWI,141,4,115
CAR,ABRA,112,1,88
CAR,APAYAO,45,0,38
CAR,BENGUET,2398,28,1471
CAR,IFUGAO,82,0,52
CAR,KALINGA,200,0,171
CAR,MOUNTAIN PROVINCE,33,1,19
CARAGA,AGUSAN DEL NORTE,1485,42,960
CARAGA,AGUSAN DEL SUR,234,3,112
CARAGA,DINAGAT ISLANDS,27,0,21
CARAGA,SURIGAO DEL NORTE,352,10,143
CARAGA,SURIGAO DEL SUR,393,20,248
NCR,NCR,173998,3141,155742
Region I: Ilocos Region,ILOCOS NORTE,197,1,171
Region I: Ilocos Region,ILOCOS SUR,147,0,131
Region I: Ilocos Region,LA UNION,551,16,475
Region I: Ilocos Region,PANGASINAN,1969,60,1190
Region II: Cagayan Valley,BATANES,3,0,1
Region II: Cagayan Valley,CAGAYAN,752,7,542
Region II: Cagayan Valley,ISABELA,1372,11,815
Region II: Cagayan Valley,NUEVA VIZCAYA,606,17,550
Region II: Cagayan Valley,QUIRINO,18,0,13
Region III: Central Luzon,AURORA,26,0,2
Region III: Central Luzon,BATAAN,2786,34,2346
Region III: Central Luzon,BULACAN,10265,133,8387
Region III: Central Luzon,NUEVA ECIJA,1428,20,923
Region III: Central Luzon,PAMPANGA,4227,64,3221
Region III: Central Luzon,TARLAC,709,15,525
Region III: Central Luzon,ZAMBALES,1516,9,1111
Region IV-A: CALABARZON,BATANGAS,9718,137,7545
Region IV-A: CALABARZON,CAVITE,19451,172,16530
Region IV-A: CALABARZON,LAGUNA,18524,141,16380
Region IV-A: CALABARZON,QUEZON,3712,57,2282
Region IV-A: CALABARZON,RIZAL,14303,259,11697
Region IV-B: MIMAROPA,MARINDUQUE,122,1,87
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,236,6,182
Region IV-B: MIMAROPA,ORIENTAL MINDORO,951,17,754
Region IV-B: MIMAROPA,PALAWAN,512,4,403
Region IV-B: MIMAROPA,ROMBLON,70,0,58
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),164,4,131
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,219,8,126
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,2921,106,1866
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,99,0,65
Region V: Bicol Region,ALBAY,912,40,790
Region V: Bicol Region,CAMARINES NORTE,167,3,123
Region V: Bicol Region,CAMARINES SUR,1262,33,1007
Region V: Bicol Region,CATANDUANES,123,2,103
Region V: Bicol Region,MASBATE,215,1,187
Region V: Bicol Region,SORSOGON,326,13,239
Region VI: Western Visayas,AKLAN,212,7,171
Region VI: Western Visayas,ANTIQUE,161,1,139
Region VI: Western Visayas,CAPIZ,819,30,645
Region VI: Western Visayas,GUIMARAS,180,1,160
Region VI: Western Visayas,ILOILO,5687,131,4277
Region VI: Western Visayas,NEGROS OCCIDENTAL,8903,201,7167
Region VII: Central Visayas,BOHOL,638,9,527
Region VII: Central Visayas,CEBU,22084,1267,19915
Region VII: Central Visayas,NEGROS ORIENTAL,351,5,274
Region VII: Central Visayas,SIQUIJOR,23,0,18
Region VIII: Eastern Visayas,BILIRAN,129,2,123
Region VIII: Eastern Visayas,EASTERN SAMAR,89,1,65
Region VIII: Eastern Visayas,LEYTE,2998,32,2636
Region VIII: Eastern Visayas,NORTHERN SAMAR,425,1,204
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),2120,15,1782
Region VIII: Eastern Visayas,SOUTHERN LEYTE,508,2,347
Region X: Northern Mindanao,BUKIDNON,655,7,387
Region X: Northern Mindanao,CAMIGUIN,39,0,30
Region X: Northern Mindanao,LANAO DEL NORTE,1562,43,1237
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,457,4,312
Region X: Northern Mindanao,MISAMIS ORIENTAL,2132,39,1274
Region XI: Davao Region,DAVAO DE ORO,273,2,242
Region XI: Davao Region,DAVAO DEL NORTE,477,5,363
Region XI: Davao Region,DAVAO DEL SUR,3332,109,2299
Region XI: Davao Region,DAVAO OCCIDENTAL,104,2,83
Region XI: Davao Region,DAVAO ORIENTAL,295,2,259
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),310,4,233
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),533,10,335
Region XII: SOCCSKSARGEN,SARANGANI,176,6,124
Region XII: SOCCSKSARGEN,SOUTH COTABATO,1402,32,942
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,179,7,132
