region,province,confirmed,deaths,recovered
BARMM,BASILAN,153,3,133
BARMM,LANAO DEL SUR,765,28,489
BARMM,MAGUINDANAO,344,4,248
BARMM,SULU,46,5,34
BARMM,TAWI-TAWI,133,4,82
CAR,ABRA,97,1,79
CAR,APAYAO,41,0,34
CAR,BENGUET,1700,19,956
CAR,IFUGAO,61,0,38
CAR,KALINGA,185,0,171
CAR,MOUNTAIN PROVINCE,28,1,20
CARAGA,AGUSAN DEL NORTE,1128,29,647
CARAGA,AGUSAN DEL SUR,135,1,84
CARAGA,DINAGAT ISLANDS,25,0,17
CARAGA,SURIGAO DEL NORTE,178,1,100
CARAGA,SURIGAO DEL SUR,315,15,136
NCR,NCR,164757,2916,140385
Region I: Ilocos Region,ILOCOS NORTE,188,1,140
Region I: Ilocos Region,ILOCOS SUR,140,0,128
Region I: Ilocos Region,LA UNION,517,15,372
Region I: Ilocos Region,PANGASINAN,1473,42,883
Region II: Cagayan Valley,BATANES,2,0,0
Region II: Cagayan Valley,CAGAYAN,617,6,424
Region II: Cagayan Valley,ISABELA,946,7,673
Region II: Cagayan Valley,NUEVA VIZCAYA,581,17,326
Region II: Cagayan Valley,QUIRINO,14,0,12
Region III: Central Luzon,AURORA,2,0,1
Region III: Central Luzon,BATAAN,2573,29,1876
Region III: Central Luzon,BULACAN,9280,115,6950
Region III: Central Luzon,NUEVA ECIJA,1164,16,736
Region III: Central Luzon,PAMPANGA,3554,54,2438
Region III: Central Luzon,TARLAC,583,12,381
Region III: Central Luzon,ZAMBALES,1220,7,778
Region IV-A: CALABARZON,BATANGAS,8612,115,6051
Region IV-A: CALABARZON,CAVITE,17681,157,13398
Region IV-A: CALABARZON,LAGUNA,17298,119,14428
Region IV-A: CALABARZON,QUEZON,2799,47,1750
Region IV-A: CALABARZON,RIZAL,12889,235,10030
Region IV-B: MIMAROPA,MARINDUQUE,96,1,45
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,214,4,119
Region IV-B: MIMAROPA,ORIENTAL MINDORO,874,15,540
Region IV-B: MIMAROPA,PALAWAN,452,4,347
Region IV-B: MIMAROPA,ROMBLON,61,0,55
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),142,4,124
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,141,2,96
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,2192,93,1634
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,68,0,62
Region V: Bicol Region,ALBAY,859,33,726
Region V: Bicol Region,CAMARINES NORTE,132,3,99
Region V: Bicol Region,CAMARINES SUR,1098,31,879
Region V: Bicol Region,CATANDUANES,109,2,86
Region V: Bicol Region,MASBATE,194,1,176
Region V: Bicol Region,SORSOGON,267,9,211
Region VI: Western Visayas,AKLAN,184,7,146
Region VI: Western Visayas,ANTIQUE,146,1,117
Region VI: Western Visayas,CAPIZ,625,21,435
Region VI: Western Visayas,GUIMARAS,163,1,138
Region VI: Western Visayas,ILOILO,4619,100,3232
Region VI: Western Visayas,NEGROS OCCIDENTAL,7811,160,5776
Region VII: Central Visayas,BOHOL,570,9,431
Region VII: Central Visayas,CEBU,21549,1256,18935
Region VII: Central Visayas,NEGROS ORIENTAL,293,5,235
Region VII: Central Visayas,SIQUIJOR,18,0,15
Region VIII: Eastern Visayas,BILIRAN,128,2,120
Region VIII: Eastern Visayas,EASTERN SAMAR,66,1,61
Region VIII: Eastern Visayas,LEYTE,2739,28,2309
Region VIII: Eastern Visayas,NORTHERN SAMAR,197,0,174
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),1863,14,1485
Region VIII: Eastern Visayas,SOUTHERN LEYTE,349,1,304
Region X: Northern Mindanao,BUKIDNON,446,5,249
Region X: Northern Mindanao,CAMIGUIN,30,0,27
Region X: Northern Mindanao,LANAO DEL NORTE,1335,39,1020
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,329,2,284
Region X: Northern Mindanao,MISAMIS ORIENTAL,1574,28,828
Region XI: Davao Region,DAVAO DE ORO,247,1,206
Region XI: Davao Region,DAVAO DEL NORTE,396,5,317
Region XI: Davao Region,DAVAO DEL SUR,2591,85,1963
Region XI: Davao Region,DAVAO OCCIDENTAL,87,2,59
Region XI: Davao Region,DAVAO ORIENTAL,278,1,232
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),244,2,180
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),382,5,210
Region XII: SOCCSKSARGEN,SARANGANI,142,4,122
Region XII: SOCCSKSARGEN,SOUTH COTABATO,1087,24,649
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,155,5,105
