region,province,confirmed,deaths,recovered
BARMM,BASILAN,124,1,116
BARMM,LANAO DEL SUR,345,9,202
BARMM,MAGUINDANAO,199,1,152
BARMM,SULU,33,2,24
BARMM,TAWI-TAWI,15,0,8
CAR,ABRA,76,1,68
CAR,APAYAO,38,0,29
CAR,BENGUET,574,8,326
CAR,IFUGAO,25,0,18
CAR,KALINGA,157,0,49
CAR,MOUNTAIN PROVINCE,22,0,12
CARAGA,AGUSAN DEL NORTE,293,8,138
CARAGA,AGUSAN DEL SUR,76,0,53
CARAGA,DINAGAT ISLANDS,12,0,2
CARAGA,SURIGAO DEL NORTE,98,0,86
CARAGA,SURIGAO DEL SUR,84,0,55
NCR,NCR,119878,1749,82646
Region I: Ilocos Region,ILOCOS NORTE,102,1,61
Region I: Ilocos Region,ILOCOS SUR,118,0,89
Region I: Ilocos Region,LA UNION,285,12,199
Region I: Ilocos Region,PANGASINAN,718,18,428
Region II: Cagayan Valley,CAGAYAN,355,2,211
Region II: Cagayan Valley,ISABELA,448,2,316
Region II: Cagayan Valley,NUEVA VIZCAYA,117,2,37
Region II: Cagayan Valley,QUIRINO,6,0,2
Region III: Central Luzon,BATAAN,1014,10,532
Region III: Central Luzon,BULACAN,4618,61,2854
Region III: Central Luzon,NUEVA ECIJA,586,9,341
Region III: Central Luzon,PAMPANGA,1885,33,788
Region III: Central Luzon,TARLAC,275,9,169
Region III: Central Luzon,ZAMBALES,515,5,176
Region IV-A: CALABARZON,BATANGAS,3934,54,2152
Region IV-A: CALABARZON,CAVITE,9894,86,6520
Region IV-A: CALABARZON,LAGUNA,11610,65,7517
Region IV-A: CALABARZON,QUEZON,1382,25,760
Region IV-A: CALABARZON,RIZAL,7687,127,5058
Region IV-B: MIMAROPA,MARINDUQUE,41,0,31
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,94,1,75
Region IV-B: MIMAROPA,ORIENTAL MINDORO,268,4,177
Region IV-B: MIMAROPA,PALAWAN,250,2,191
Region IV-B: MIMAROPA,ROMBLON,42,0,36
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),124,3,81
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,82,0,62
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,1392,49,890
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,63,0,50
Region V: Bicol Region,ALBAY,610,15,326
Region V: Bicol Region,CAMARINES NORTE,80,3,54
Region V: Bicol Region,CAMARINES SUR,656,8,371
Region V: Bicol Region,CATANDUANES,57,0,34
Region V: Bicol Region,MASBATE,156,0,137
Region V: Bicol Region,SORSOGON,185,4,98
Region VI: Western Visayas,AKLAN,71,1,51
Region VI: Western Visayas,ANTIQUE,104,0,68
Region VI: Western Visayas,CAPIZ,241,5,130
Region VI: Western Visayas,GUIMARAS,105,0,59
Region VI: Western Visayas,ILOILO,2391,35,1358
Region VI: Western Visayas,NEGROS OCCIDENTAL,2992,40,1204
Region VII: Central Visayas,BOHOL,386,6,212
Region VII: Central Visayas,CEBU,19300,1019,16600
Region VII: Central Visayas,NEGROS ORIENTAL,214,5,145
Region VII: Central Visayas,SIQUIJOR,18,0,14
Region VIII: Eastern Visayas,BILIRAN,95,1,65
Region VIII: Eastern Visayas,EASTERN SAMAR,49,1,23
Region VIII: Eastern Visayas,LEYTE,1578,10,927
Region VIII: Eastern Visayas,NORTHERN SAMAR,112,0,65
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),1140,7,439
Region VIII: Eastern Visayas,SOUTHERN LEYTE,250,1,192
Region X: Northern Mindanao,BUKIDNON,184,0,118
Region X: Northern Mindanao,CAMIGUIN,24,0,10
Region X: Northern Mindanao,LANAO DEL NORTE,718,10,325
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,246,2,139
Region X: Northern Mindanao,MISAMIS ORIENTAL,556,11,360
Region XI: Davao Region,DAVAO DE ORO,174,1,136
Region XI: Davao Region,DAVAO DEL NORTE,249,5,180
Region XI: Davao Region,DAVAO DEL SUR,1619,50,1216
Region XI: Davao Region,DAVAO OCCIDENTAL,43,2,34
Region XI: Davao Region,DAVAO ORIENTAL,181,1,158
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),134,1,96
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),68,0,49
Region XII: SOCCSKSARGEN,SARANGANI,80,1,69
Region XII: SOCCSKSARGEN,SOUTH COTABATO,300,1,195
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,88,3,64
