region,province,confirmed,deaths,recovered
BARMM,BASILAN,139,1,122
BARMM,LANAO DEL SUR,512,21,276
BARMM,MAGUINDANAO,249,2,183
BARMM,SULU,38,3,28
BARMM,TAWI-TAWI,86,1,12
CAR,ABRA,85,1,72
CAR,APAYAO,40,0,34
CAR,BENGUET,777,12,533
CAR,IFUGAO,33,0,19
CAR,KALINGA,162,0,108
CAR,MOUNTAIN PROVINCE,20,1,13
CARAGA,AGUSAN DEL NORTE,643,12,240
CARAGA,AGUSAN DEL SUR,85,0,67
CARAGA,DINAGAT ISLANDS,15,0,10
CARAGA,SURIGAO DEL NORTE,105,0,92
CARAGA,SURIGAO DEL SUR,124,1,78
NCR,NCR,141661,2360,108468
Region I: Ilocos Region,ILOCOS NORTE,155,1,79
Region I: Ilocos Region,ILOCOS SUR,134,1,107
Region I: Ilocos Region,LA UNION,409,13,245
Region I: Ilocos Region,PANGASINAN,1023,24,583
Region II: Cagayan Valley,CAGAYAN,439,3,283
Region II: Cagayan Valley,ISABELA,694,5,427
Region II: Cagayan Valley,NUEVA VIZCAYA,434,10,79
Region II: Cagayan Valley,QUIRINO,12,0,5
Region III: Central Luzon,AURORA,2,0,0
Region III: Central Luzon,BATAAN,2028,19,827
Region III: Central Luzon,BULACAN,7346,89,4264
Region III: Central Luzon,NUEVA ECIJA,761,11,517
Region III: Central Luzon,PAMPANGA,2617,39,1454
Region III: Central Luzon,TARLAC,436,10,236
Region III: Central Luzon,ZAMBALES,829,5,386
Region IV-A: CALABARZON,BATANGAS,6020,85,3508
Region IV-A: CALABARZON,CAVITE,13589,122,9261
Region IV-A: CALABARZON,LAGUNA,14198,93,10536
Region IV-A: CALABARZON,QUEZON,1898,31,1113
Region IV-A: CALABARZON,RIZAL,10414,184,7141
Region IV-B: MIMAROPA,MARINDUQUE,49,0,34
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,126,2,93
Region IV-B: MIMAROPA,ORIENTAL MINDORO,455,12,255
Region IV-B: MIMAROPA,PALAWAN,348,4,237
Region IV-B: MIMAROPA,ROMBLON,55,0,42
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),129,3,112
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,99,0,72
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,1741,72,1231
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,66,0,55
Region V: Bicol Region,ALBAY,773,26,519
Region V: Bicol Region,CAMARINES NORTE,102,2,71
Region V: Bicol Region,CAMARINES SUR,915,15,611
Region V: Bicol Region,CATANDUANES,84,1,50
Region V: Bicol Region,MASBATE,182,1,152
Region V: Bicol Region,SORSOGON,221,7,161
Region VI: Western Visayas,AKLAN,119,2,68
Region VI: Western Visayas,ANTIQUE,120,0,97
Region VI: Western Visayas,CAPIZ,411,13,236
Region VI: Western Visayas,GUIMARAS,126,0,111
Region VI: Western Visayas,ILOILO,3286,54,2371
Region VI: Western Visayas,NEGROS OCCIDENTAL,5639,84,2855
Region VII: Central Visayas,BOHOL,455,8,309
Region VII: Central Visayas,CEBU,20451,1179,17772
Region VII: Central Visayas,NEGROS ORIENTAL,249,4,188
Region VII: Central Visayas,SIQUIJOR,19,0,18
Region VIII: Eastern Visayas,BILIRAN,119,2,97
Region VIII: Eastern Visayas,EASTERN SAMAR,63,1,47
Region VIII: Eastern Visayas,LEYTE,2142,22,1712
Region VIII: Eastern Visayas,NORTHERN SAMAR,176,0,134
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),1421,12,1191
Region VIII: Eastern Visayas,SOUTHERN LEYTE,305,1,253
Region X: Northern Mindanao,BUKIDNON,247,2,160
Region X: Northern Mindanao,CAMIGUIN,28,0,18
Region X: Northern Mindanao,LANAO DEL NORTE,1029,27,582
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,286,3,201
Region X: Northern Mindanao,MISAMIS ORIENTAL,869,17,481
Region XI: Davao Region,DAVAO DE ORO,203,1,161
Region XI: Davao Region,DAVAO DEL NORTE,315,5,237
Region XI: Davao Region,DAVAO DEL SUR,1950,58,1568
Region XI: Davao Region,DAVAO OCCIDENTAL,46,2,41
Region XI: Davao Region,DAVAO ORIENTAL,230,1,186
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),190,1,128
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),211,1,82
Region XII: SOCCSKSARGEN,SARANGANI,125,2,96
Region XII: SOCCSKSARGEN,SOUTH COTABATO,654,10,274
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,108,3,72
