region,province,confirmed,deaths,recovered
BARMM,BASILAN,125,1,117
BARMM,LANAO DEL SUR,326,8,202
BARMM,MAGUINDANAO,199,1,151
BARMM,SULU,33,2,24
BARMM,TAWI-TAWI,15,0,8
CAR,ABRA,81,1,67
CAR,APAYAO,39,0,29
CAR,BENGUET,570,8,326
CAR,IFUGAO,23,0,18
CAR,KALINGA,153,0,50
CAR,MOUNTAIN PROVINCE,24,0,12
CARAGA,AGUSAN DEL NORTE,249,5,138
CARAGA,AGUSAN DEL SUR,73,0,54
CARAGA,DINAGAT ISLANDS,11,0,2
CARAGA,SURIGAO DEL NORTE,97,0,86
CARAGA,SURIGAO DEL SUR,79,0,54
NCR,NCR,115669,1676,81499
Region I: Ilocos Region,ILOCOS NORTE,92,1,58
Region I: Ilocos Region,ILOCOS SUR,113,0,84
Region I: Ilocos Region,LA UNION,270,11,199
Region I: Ilocos Region,PANGASINAN,662,17,425
Region II: Cagayan Valley,BATANES,2,0,1
Region II: Cagayan Valley,CAGAYAN,339,2,208
Region II: Cagayan Valley,ISABELA,417,2,311
Region II: Cagayan Valley,NUEVA VIZCAYA,81,1,37
Region II: Cagayan Valley,QUIRINO,6,0,2
Region III: Central Luzon,AURORA,7,0,1
Region III: Central Luzon,BATAAN,868,9,524
Region III: Central Luzon,BULACAN,4326,57,2794
Region III: Central Luzon,NUEVA ECIJA,537,9,322
Region III: Central Luzon,PAMPANGA,1651,33,760
Region III: Central Luzon,TARLAC,250,8,158
Region III: Central Luzon,ZAMBALES,460,5,170
Region IV-A: CALABARZON,BATANGAS,3677,44,2036
Region IV-A: CALABARZON,CAVITE,9432,80,6481
Region IV-A: CALABARZON,LAGUNA,11020,62,7373
Region IV-A: CALABARZON,QUEZON,1289,20,697
Region IV-A: CALABARZON,RIZAL,7231,118,4881
Region IV-B: MIMAROPA,MARINDUQUE,41,0,31
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,96,1,76
Region IV-B: MIMAROPA,ORIENTAL MINDORO,264,4,175
Region IV-B: MIMAROPA,PALAWAN,240,2,186
Region IV-B: MIMAROPA,ROMBLON,42,0,36
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),116,2,81
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,80,0,62
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,1296,48,835
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,61,0,50
Region V: Bicol Region,ALBAY,582,15,324
Region V: Bicol Region,CAMARINES NORTE,77,3,54
Region V: Bicol Region,CAMARINES SUR,604,6,352
Region V: Bicol Region,CATANDUANES,58,0,34
Region V: Bicol Region,MASBATE,157,0,139
Region V: Bicol Region,SORSOGON,175,4,97
Region VI: Western Visayas,AKLAN,70,1,51
Region VI: Western Visayas,ANTIQUE,99,0,64
Region VI: Western Visayas,CAPIZ,209,4,118
Region VI: Western Visayas,GUIMARAS,100,0,54
Region VI: Western Visayas,ILOILO,2194,32,1289
Region VI: Western Visayas,NEGROS OCCIDENTAL,2698,34,1106
Region VII: Central Visayas,BOHOL,370,6,211
Region VII: Central Visayas,CEBU,19001,1017,16459
Region VII: Central Visayas,NEGROS ORIENTAL,199,5,143
Region VII: Central Visayas,SIQUIJOR,18,0,14
Region VIII: Eastern Visayas,BILIRAN,93,1,63
Region VIII: Eastern Visayas,EASTERN SAMAR,48,1,20
Region VIII: Eastern Visayas,LEYTE,1499,5,817
Region VIII: Eastern Visayas,NORTHERN SAMAR,107,0,59
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),1069,4,377
Region VIII: Eastern Visayas,SOUTHERN LEYTE,243,1,176
Region X: Northern Mindanao,BUKIDNON,171,0,118
Region X: Northern Mindanao,CAMIGUIN,21,0,10
Region X: Northern Mindanao,LANAO DEL NORTE,591,7,321
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,213,2,139
Region X: Northern Mindanao,MISAMIS ORIENTAL,521,10,354
Region XI: Davao Region,DAVAO DE ORO,163,1,134
Region XI: Davao Region,DAVAO DEL NORTE,227,5,177
Region XI: Davao Region,DAVAO DEL SUR,1548,50,1158
Region XI: Davao Region,DAVAO OCCIDENTAL,33,2,25
Region XI: Davao Region,DAVAO ORIENTAL,172,1,149
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),130,1,95
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),63,0,45
Region XII: SOCCSKSARGEN,SARANGANI,76,0,69
Region XII: SOCCSKSARGEN,SOUTH COTABATO,282,0,192
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,82,3,62
