region,province,confirmed,deaths,recovered
BARMM,BASILAN,187,3,145
BARMM,LANAO DEL SUR,921,32,684
BARMM,MAGUINDANAO,439,6,318
BARMM,SULU,135,8,39
BARMM,TAWI-TAWI,142,4,116
CAR,ABRA,111,1,89
CAR,APAYAO,45,0,38
CAR,BENGUET,2557,31,1517
CAR,IFUGAO,86,0,52
CAR,KALINGA,207,0,173
CAR,MOUNTAIN PROVINCE,33,0,19
CARAGA,AGUSAN DEL NORTE,1562,43,962
CARAGA,AGUSAN DEL SUR,245,3,113
CARAGA,DINAGAT ISLANDS,27,0,21
CARAGA,SURIGAO DEL NORTE,378,10,143
CARAGA,SURIGAO DEL SUR,405,21,248
NCR,NCR,175080,3196,156017
Region I: Ilocos Region,ILOCOS NORTE,196,1,170
Region I: Ilocos Region,ILOCOS SUR,149,0,131
Region I: Ilocos Region,LA UNION,553,16,478
Region I: Ilocos Region,PANGASINAN,1996,61,1191
Region II: Cagayan Valley,BATANES,3,0,1
Region II: Cagayan Valley,CAGAYAN,765,7,543
Region II: Cagayan Valley,ISABELA,1417,11,819
Region II: Cagayan Valley,NUEVA VIZCAYA,614,17,551
Region II: Cagayan Valley,QUIRINO,19,0,13
Region III: Central Luzon,AURORA,46,0,3
Region III: Central Luzon,BATAAN,2834,38,2344
Region III: Central Luzon,BULACAN,10343,155,8376
Region III: Central Luzon,NUEVA ECIJA,1455,23,927
Region III: Central Luzon,PAMPANGA,4310,67,3222
Region III: Central Luzon,TARLAC,724,15,528
Region III: Central Luzon,ZAMBALES,1547,9,1112
Region IV-A: CALABARZON,BATANGAS,9844,141,7567
Region IV-A: CALABARZON,CAVITE,19643,178,16555
Region IV-A: CALABARZON,LAGUNA,18706,145,16422
Region IV-A: CALABARZON,QUEZON,3818,59,2286
Region IV-A: CALABARZON,RIZAL,14501,269,11759
Region IV-B: MIMAROPA,MARINDUQUE,122,1,87
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,236,6,182
Region IV-B: MIMAROPA,ORIENTAL MINDORO,963,17,761
Region IV-B: MIMAROPA,PALAWAN,514,4,403
Region IV-B: MIMAROPA,ROMBLON,70,0,58
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),164,4,132
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,234,8,127
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,3003,107,1872
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,106,0,66
Region V: Bicol Region,ALBAY,918,42,791
Region V: Bicol Region,CAMARINES NORTE,169,3,123
Region V: Bicol Region,CAMARINES SUR,1277,33,1008
Region V: Bicol Region,CATANDUANES,125,2,103
Region V: Bicol Region,MASBATE,226,1,187
Region V: Bicol Region,SORSOGON,336,14,239
Region VI: Western Visayas,AKLAN,215,7,172
Region VI: Western Visayas,ANTIQUE,164,1,141
Region VI: Western Visayas,CAPIZ,835,31,647
Region VI: Western Visayas,GUIMARAS,181,1,165
Region VI: Western Visayas,ILOILO,5877,136,4312
Region VI: Western Visayas,NEGROS OCCIDENTAL,9027,208,7276
Region VII: Central Visayas,BOHOL,645,10,527
Region VII: Central Visayas,CEBU,22165,1276,19937
Region VII: Central Visayas,NEGROS ORIENTAL,353,5,277
Region VII: Central Visayas,SIQUIJOR,23,0,18
Region VIII: Eastern Visayas,BILIRAN,129,2,123
Region VIII: Eastern Visayas,EASTERN SAMAR,94,1,69
Region VIII: Eastern Visayas,LEYTE,3043,32,2696
Region VIII: Eastern Visayas,NORTHERN SAMAR,494,1,225
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),2171,15,1822
Region VIII: Eastern Visayas,SOUTHERN LEYTE,514,2,360
Region X: Northern Mindanao,BUKIDNON,692,7,388
Region X: Northern Mindanao,CAMIGUIN,40,0,30
Region X: Northern Mindanao,LANAO DEL NORTE,1579,43,1237
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,475,4,312
Region X: Northern Mindanao,MISAMIS ORIENTAL,2283,39,1278
Region XI: Davao Region,DAVAO DE ORO,285,2,243
Region XI: Davao Region,DAVAO DEL NORTE,492,5,362
Region XI: Davao Region,DAVAO DEL SUR,3535,110,2300
Region XI: Davao Region,DAVAO OCCIDENTAL,105,2,83
Region XI: Davao Region,DAVAO ORIENTAL,304,2,261
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),319,4,237
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),559,11,351
Region XII: SOCCSKSARGEN,SARANGANI,180,6,127
Region XII: SOCCSKSARGEN,SOUTH COTABATO,1472,32,951
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,180,7,133
