region,province,confirmed,deaths,recovered
BARMM,BASILAN,152,3,133
BARMM,LANAO DEL SUR,724,28,491
BARMM,MAGUINDANAO,328,3,248
BARMM,SULU,43,4,34
BARMM,TAWI-TAWI,132,3,82
CAR,ABRA,96,1,79
CAR,APAYAO,39,0,34
CAR,BENGUET,1586,19,820
CAR,IFUGAO,62,0,36
CAR,KALINGA,184,0,170
CAR,MOUNTAIN PROVINCE,29,1,20
CARAGA,AGUSAN DEL NORTE,1037,26,646
CARAGA,AGUSAN DEL SUR,124,1,84
CARAGA,DINAGAT ISLANDS,23,0,16
CARAGA,SURIGAO DEL NORTE,149,1,99
CARAGA,SURIGAO DEL SUR,296,11,136
NCR,NCR,144573,2693,123414
Region I: Ilocos Region,ILOCOS NORTE,188,1,142
Region I: Ilocos Region,ILOCOS SUR,143,1,132
Region I: Ilocos Region,LA UNION,514,14,370
Region I: Ilocos Region,PANGASINAN,1417,36,882
Region II: Cagayan Valley,BATANES,2,0,0
Region II: Cagayan Valley,CAGAYAN,578,5,422
Region II: Cagayan Valley,ISABELA,873,7,673
Region II: Cagayan Valley,NUEVA VIZCAYA,580,17,327
Region II: Cagayan Valley,QUIRINO,13,0,11
Region III: Central Luzon,AURORA,1,0,1
Region III: Central Luzon,BATAAN,2483,22,1867
Region III: Central Luzon,BULACAN,8857,111,6892
Region III: Central Luzon,NUEVA ECIJA,1101,15,723
Region III: Central Luzon,PAMPANGA,3431,49,2441
Region III: Central Luzon,TARLAC,573,11,382
Region III: Central Luzon,ZAMBALES,1180,7,770
Region IV-A: CALABARZON,BATANGAS,8082,109,5963
Region IV-A: CALABARZON,CAVITE,16876,152,13403
Region IV-A: CALABARZON,LAGUNA,16979,112,14415
Region IV-A: CALABARZON,QUEZON,2618,39,1746
Region IV-A: CALABARZON,RIZAL,12501,224,9923
Region IV-B: MIMAROPA,MARINDUQUE,82,1,43
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,183,4,116
Region IV-B: MIMAROPA,ORIENTAL MINDORO,837,15,543
Region IV-B: MIMAROPA,PALAWAN,436,4,352
Region IV-B: MIMAROPA,ROMBLON,61,0,55
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),143,4,124
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,127,2,90
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,2096,90,1598
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,67,0,62
Region V: Bicol Region,ALBAY,854,33,723
Region V: Bicol Region,CAMARINES NORTE,131,3,99
Region V: Bicol Region,CAMARINES SUR,1089,29,882
Region V: Bicol Region,CATANDUANES,108,2,85
Region V: Bicol Region,MASBATE,192,1,176
Region V: Bicol Region,SORSOGON,261,9,210
Region VI: Western Visayas,AKLAN,175,7,126
Region VI: Western Visayas,ANTIQUE,144,1,114
Region VI: Western Visayas,CAPIZ,603,20,399
Region VI: Western Visayas,GUIMARAS,161,1,128
Region VI: Western Visayas,ILOILO,4424,95,3175
Region VI: Western Visayas,NEGROS OCCIDENTAL,7589,150,5470
Region VII: Central Visayas,BOHOL,559,8,436
Region VII: Central Visayas,CEBU,21420,1241,18885
Region VII: Central Visayas,NEGROS ORIENTAL,288,5,234
Region VII: Central Visayas,SIQUIJOR,18,0,15
Region VIII: Eastern Visayas,BILIRAN,127,2,120
Region VIII: Eastern Visayas,EASTERN SAMAR,65,1,59
Region VIII: Eastern Visayas,LEYTE,2681,25,2221
Region VIII: Eastern Visayas,NORTHERN SAMAR,185,0,173
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),1767,14,1470
Region VIII: Eastern Visayas,SOUTHERN LEYTE,339,1,303
Region X: Northern Mindanao,BUKIDNON,400,5,250
Region X: Northern Mindanao,CAMIGUIN,30,0,27
Region X: Northern Mindanao,LANAO DEL NORTE,1297,39,1016
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,318,2,283
Region X: Northern Mindanao,MISAMIS ORIENTAL,1456,25,830
Region XI: Davao Region,DAVAO DE ORO,240,1,201
Region XI: Davao Region,DAVAO DEL NORTE,384,4,294
Region XI: Davao Region,DAVAO DEL SUR,2470,79,1869
Region XI: Davao Region,DAVAO OCCIDENTAL,84,2,47
Region XI: Davao Region,DAVAO ORIENTAL,268,1,225
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),238,2,179
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),333,4,210
Region XII: SOCCSKSARGEN,SARANGANI,139,3,121
Region XII: SOCCSKSARGEN,SOUTH COTABATO,1015,22,635
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,134,4,106
