region,province,confirmed,deaths,recovered
BARMM,BASILAN,189,3,157
BARMM,LANAO DEL SUR,938,32,737
BARMM,MAGUINDANAO,459,6,350
BARMM,SULU,147,8,50
BARMM,TAWI-TAWI,144,4,123
CAR,ABRA,118,1,100
CAR,APAYAO,45,0,40
CAR,BENGUET,2719,32,1722
CAR,IFUGAO,87,0,63
CAR,KALINGA,207,0,178
CAR,MOUNTAIN PROVINCE,32,0,25
CARAGA,AGUSAN DEL NORTE,1608,43,1122
CARAGA,AGUSAN DEL SUR,255,6,135
CARAGA,DINAGAT ISLANDS,27,0,26
CARAGA,SURIGAO DEL NORTE,395,11,211
CARAGA,SURIGAO DEL SUR,415,23,300
NCR,NCR,176039,3228,161284
Region I: Ilocos Region,ILOCOS NORTE,196,1,185
Region I: Ilocos Region,ILOCOS SUR,149,0,139
Region I: Ilocos Region,LA UNION,565,16,499
Region I: Ilocos Region,PANGASINAN,2034,63,1571
Region II: Cagayan Valley,BATANES,3,0,3
Region II: Cagayan Valley,CAGAYAN,780,7,616
Region II: Cagayan Valley,ISABELA,1445,11,956
Region II: Cagayan Valley,NUEVA VIZCAYA,619,19,574
Region II: Cagayan Valley,QUIRINO,20,0,16
Region III: Central Luzon,AURORA,51,0,4
Region III: Central Luzon,BATAAN,2869,39,2523
Region III: Central Luzon,BULACAN,10423,157,9094
Region III: Central Luzon,NUEVA ECIJA,1507,23,1149
Region III: Central Luzon,PAMPANGA,4428,68,3571
Region III: Central Luzon,TARLAC,735,15,597
Region III: Central Luzon,ZAMBALES,1564,10,1268
Region IV-A: CALABARZON,BATANGAS,9975,150,8221
Region IV-A: CALABARZON,CAVITE,19825,184,17780
Region IV-A: CALABARZON,LAGUNA,18877,147,17244
Region IV-A: CALABARZON,QUEZON,3972,60,2567
Region IV-A: CALABARZON,RIZAL,14698,277,12642
Region IV-B: MIMAROPA,MARINDUQUE,123,1,93
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,243,6,216
Region IV-B: MIMAROPA,ORIENTAL MINDORO,966,17,844
Region IV-B: MIMAROPA,PALAWAN,517,4,467
Region IV-B: MIMAROPA,ROMBLON,70,0,64
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),167,4,138
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,269,8,153
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,3085,112,2145
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,108,0,79
Region V: Bicol Region,ALBAY,927,42,818
Region V: Bicol Region,CAMARINES NORTE,168,4,137
Region V: Bicol Region,CAMARINES SUR,1319,34,1089
Region V: Bicol Region,CATANDUANES,126,2,112
Region V: Bicol Region,MASBATE,247,1,193
Region V: Bicol Region,SORSOGON,351,14,267
Region VI: Western Visayas,AKLAN,218,7,181
Region VI: Western Visayas,ANTIQUE,166,1,150
Region VI: Western Visayas,CAPIZ,867,31,733
Region VI: Western Visayas,GUIMARAS,184,1,172
Region VI: Western Visayas,ILOILO,6050,139,4638
Region VI: Western Visayas,NEGROS OCCIDENTAL,9191,211,7631
Region VII: Central Visayas,BOHOL,665,10,559
Region VII: Central Visayas,CEBU,22235,1277,20184
Region VII: Central Visayas,NEGROS ORIENTAL,375,5,294
Region VII: Central Visayas,SIQUIJOR,24,0,18
Region VIII: Eastern Visayas,BILIRAN,129,2,127
Region VIII: Eastern Visayas,EASTERN SAMAR,97,1,71
Region VIII: Eastern Visayas,LEYTE,3086,32,2767
Region VIII: Eastern Visayas,NORTHERN SAMAR,535,2,244
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),2196,15,1893
Region VIII: Eastern Visayas,SOUTHERN LEYTE,525,2,370
Region X: Northern Mindanao,BUKIDNON,715,7,485
Region X: Northern Mindanao,CAMIGUIN,40,0,35
Region X: Northern Mindanao,LANAO DEL NORTE,1606,43,1326
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,508,4,352
Region X: Northern Mindanao,MISAMIS ORIENTAL,2360,42,1559
Region XI: Davao Region,DAVAO DE ORO,287,2,247
Region XI: Davao Region,DAVAO DEL NORTE,515,5,390
Region XI: Davao Region,DAVAO DEL SUR,3695,113,2504
Region XI: Davao Region,DAVAO OCCIDENTAL,107,2,86
Region XI: Davao Region,DAVAO ORIENTAL,307,2,266
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),322,7,255
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),586,14,397
Region XII: SOCCSKSARGEN,SARANGANI,198,7,139
Region XII: SOCCSKSARGEN,SOUTH COTABATO,1514,34,1071
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,190,8,146
