region,province,confirmed,deaths,recovered
BARMM,BASILAN,195,3,157
BARMM,LANAO DEL SUR,944,32,737
BARMM,MAGUINDANAO,463,6,350
BARMM,SULU,152,8,50
BARMM,TAWI-TAWI,144,4,123
CAR,ABRA,118,2,100
CAR,APAYAO,45,0,40
CAR,BENGUET,2822,33,1728
CAR,IFUGAO,90,0,64
CAR,KALINGA,211,0,178
CAR,MOUNTAIN PROVINCE,32,0,25
CARAGA,AGUSAN DEL NORTE,1619,43,1123
CARAGA,AGUSAN DEL SUR,259,6,135
CARAGA,DINAGAT ISLANDS,27,0,26
CARAGA,SURIGAO DEL NORTE,402,11,211
CARAGA,SURIGAO DEL SUR,417,23,300
NCR,NCR,176417,3230,161490
Region I: Ilocos Region,ILOCOS NORTE,198,1,185
Region I: Ilocos Region,ILOCOS SUR,150,0,139
Region I: Ilocos Region,LA UNION,567,16,499
Region I: Ilocos Region,PANGASINAN,2068,64,1573
Region II: Cagayan Valley,BATANES,3,0,3
Region II: Cagayan Valley,CAGAYAN,783,7,614
Region II: Cagayan Valley,ISABELA,1454,11,956
Region II: Cagayan Valley,NUEVA VIZCAYA,620,19,574
Region II: Cagayan Valley,QUIRINO,20,0,16
Region III: Central Luzon,AURORA,53,0,4
Region III: Central Luzon,BATAAN,2875,39,2523
Region III: Central Luzon,BULACAN,10451,157,9093
Region III: Central Luzon,NUEVA ECIJA,1512,23,1150
Region III: Central Luzon,PAMPANGA,4458,68,3569
Region III: Central Luzon,TARLAC,741,15,596
Region III: Central Luzon,ZAMBALES,1568,10,1268
Region IV-A: CALABARZON,BATANGAS,10007,150,8221
Region IV-A: CALABARZON,CAVITE,19901,185,17782
Region IV-A: CALABARZON,LAGUNA,18940,147,17245
Region IV-A: CALABARZON,QUEZON,4012,60,2565
Region IV-A: CALABARZON,RIZAL,14745,277,12642
Region IV-B: MIMAROPA,MARINDUQUE,123,1,93
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,244,6,216
Region IV-B: MIMAROPA,ORIENTAL MINDORO,968,17,844
Region IV-B: MIMAROPA,PALAWAN,517,4,467
Region IV-B: MIMAROPA,ROMBLON,70,0,64
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),168,4,154
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,276,8,152
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,3145,113,2149
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,111,0,79
Region V: Bicol Region,ALBAY,928,42,818
Region V: Bicol Region,CAMARINES NORTE,167,4,136
Region V: Bicol Region,CAMARINES SUR,1331,35,1090
Region V: Bicol Region,CATANDUANES,126,2,112
Region V: Bicol Region,MASBATE,247,1,193
Region V: Bicol Region,SORSOGON,351,14,267
Region VI: Western Visayas,AKLAN,218,7,181
Region VI: Western Visayas,ANTIQUE,165,1,150
Region VI: Western Visayas,CAPIZ,889,31,735
Region VI: Western Visayas,GUIMARAS,185,1,172
Region VI: Western Visayas,ILOILO,6130,140,4674
Region VI: Western Visayas,NEGROS OCCIDENTAL,9321,211,7676
Region VII: Central Visayas,BOHOL,689,10,557
Region VII: Central Visayas,CEBU,22263,1280,20183
Region VII: Central Visayas,NEGROS ORIENTAL,374,5,294
Region VII: Central Visayas,SIQUIJOR,24,0,18
Region VIII: Eastern Visayas,BILIRAN,128,2,126
Region VIII: Eastern Visayas,EASTERN SAMAR,99,1,71
Region VIII: Eastern Visayas,LEYTE,3111,32,2776
Region VIII: Eastern Visayas,NORTHERN SAMAR,541,2,247
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),2197,15,1894
Region VIII: Eastern Visayas,SOUTHERN LEYTE,525,2,373
Region X: Northern Mindanao,BUKIDNON,717,7,484
Region X: Northern Mindanao,CAMIGUIN,40,0,35
Region X: Northern Mindanao,LANAO DEL NORTE,1607,43,1326
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,509,4,352
Region X: Northern Mindanao,MISAMIS ORIENTAL,2395,42,1564
Region XI: Davao Region,DAVAO DE ORO,288,2,247
Region XI: Davao Region,DAVAO DEL NORTE,538,5,390
Region XI: Davao Region,DAVAO DEL SUR,3756,113,2504
Region XI: Davao Region,DAVAO OCCIDENTAL,108,2,86
Region XI: Davao Region,DAVAO ORIENTAL,309,2,266
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),325,7,255
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),603,16,408
Region XII: SOCCSKSARGEN,SARANGANI,217,7,139
Region XII: SOCCSKSARGEN,SOUTH COTABATO,1518,34,1073
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,192,8,146
