region,province,confirmed,deaths,recovered
BARMM,BASILAN,189,3,157
BARMM,LANAO DEL SUR,928,32,737
BARMM,MAGUINDANAO,449,6,350
BARMM,SULU,142,8,50
BARMM,TAWI-TAWI,143,4,123
CAR,ABRA,117,1,100
CAR,APAYAO,45,0,40
CAR,BENGUET,2666,31,1722
CAR,IFUGAO,87,0,63
CAR,KALINGA,207,0,178
CAR,MOUNTAIN PROVINCE,35,0,26
CARAGA,AGUSAN DEL NORTE,1591,43,1122
CARAGA,AGUSAN DEL SUR,255,6,135
CARAGA,DINAGAT ISLANDS,27,0,26
CARAGA,SURIGAO DEL NORTE,395,10,211
CARAGA,SURIGAO DEL SUR,414,22,300
NCR,NCR,175627,3212,161184
Region I: Ilocos Region,ILOCOS NORTE,196,1,185
Region I: Ilocos Region,ILOCOS SUR,149,0,139
Region I: Ilocos Region,LA UNION,559,16,499
Region I: Ilocos Region,PANGASINAN,2018,63,1571
Region II: Cagayan Valley,BATANES,3,0,3
Region II: Cagayan Valley,CAGAYAN,771,7,617
Region II: Cagayan Valley,ISABELA,1433,11,956
Region II: Cagayan Valley,NUEVA VIZCAYA,617,17,574
Region II: Cagayan Valley,QUIRINO,20,0,16
Region III: Central Luzon,AURORA,49,0,4
Region III: Central Luzon,BATAAN,2844,39,2523
Region III: Central Luzon,BULACAN,10378,157,9095
Region III: Central Luzon,NUEVA ECIJA,1484,23,1149
Region III: Central Luzon,PAMPANGA,4386,67,3571
Region III: Central Luzon,TARLAC,730,15,597
Region III: Central Luzon,ZAMBALES,1556,9,1270
Region IV-A: CALABARZON,BATANGAS,9922,143,8222
Region IV-A: CALABARZON,CAVITE,19732,181,17778
Region IV-A: CALABARZON,LAGUNA,18819,145,17237
Region IV-A: CALABARZON,QUEZON,3895,59,2569
Region IV-A: CALABARZON,RIZAL,14613,272,12634
Region IV-B: MIMAROPA,MARINDUQUE,123,1,93
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,243,6,216
Region IV-B: MIMAROPA,ORIENTAL MINDORO,963,17,842
Region IV-B: MIMAROPA,PALAWAN,516,4,467
Region IV-B: MIMAROPA,ROMBLON,70,0,64
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),167,4,138
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,257,8,153
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,3054,109,2146
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,107,0,79
Region V: Bicol Region,ALBAY,925,42,818
Region V: Bicol Region,CAMARINES NORTE,168,4,137
Region V: Bicol Region,CAMARINES SUR,1314,33,1089
Region V: Bicol Region,CATANDUANES,126,2,112
Region V: Bicol Region,MASBATE,240,1,193
Region V: Bicol Region,SORSOGON,347,14,267
Region VI: Western Visayas,AKLAN,218,7,181
Region VI: Western Visayas,ANTIQUE,166,1,150
Region VI: Western Visayas,CAPIZ,837,31,701
Region VI: Western Visayas,GUIMARAS,181,1,168
Region VI: Western Visayas,ILOILO,5938,136,4618
Region VI: Western Visayas,NEGROS OCCIDENTAL,9121,209,7594
Region VII: Central Visayas,BOHOL,652,10,560
Region VII: Central Visayas,CEBU,22218,1277,20184
Region VII: Central Visayas,NEGROS ORIENTAL,376,5,295
Region VII: Central Visayas,SIQUIJOR,24,0,18
Region VIII: Eastern Visayas,BILIRAN,129,2,127
Region VIII: Eastern Visayas,EASTERN SAMAR,96,1,71
Region VIII: Eastern Visayas,LEYTE,3063,32,2758
Region VIII: Eastern Visayas,NORTHERN SAMAR,535,1,241
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),2193,15,1889
Region VIII: Eastern Visayas,SOUTHERN LEYTE,518,2,368
Region X: Northern Mindanao,BUKIDNON,712,7,485
Region X: Northern Mindanao,CAMIGUIN,40,0,35
Region X: Northern Mindanao,LANAO DEL NORTE,1599,43,1326
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,494,4,352
Region X: Northern Mindanao,MISAMIS ORIENTAL,2330,40,1559
Region XI: Davao Region,DAVAO DE ORO,287,2,247
Region XI: Davao Region,DAVAO DEL NORTE,502,5,391
Region XI: Davao Region,DAVAO DEL SUR,3607,111,2506
Region XI: Davao Region,DAVAO OCCIDENTAL,107,2,86
Region XI: Davao Region,DAVAO ORIENTAL,306,2,266
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),321,5,255
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),565,11,387
Region XII: SOCCSKSARGEN,SARANGANI,195,7,139
Region XII: SOCCSKSARGEN,SOUTH COTABATO,1503,33,1068
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,188,7,146
