region,province,confirmed,deaths,recovered
BARMM,BASILAN,145,2,124
BARMM,LANAO DEL SUR,609,24,340
BARMM,MAGUINDANAO,262,3,193
BARMM,SULU,41,3,30
BARMM,TAWI-TAWI,121,3,15
CAR,ABRA,91,1,75
CAR,APAYAO,38,0,34
CAR,BENGUET,1002,14,623
CAR,IFUGAO,47,0,26
CAR,KALINGA,173,0,160
CAR,MOUNTAIN PROVINCE,20,1,16
CARAGA,AGUSAN DEL NORTE,816,15,306
CARAGA,AGUSAN DEL SUR,99,0,78
CARAGA,DINAGAT ISLANDS,18,0,12
CARAGA,SURIGAO DEL NORTE,114,0,97
CARAGA,SURIGAO DEL SUR,186,1,79
NCR,NCR,138446,2471,109156
Region I: Ilocos Region,ILOCOS NORTE,166,1,102
Region I: Ilocos Region,ILOCOS SUR,135,1,107
Region I: Ilocos Region,LA UNION,429,12,265
Region I: Ilocos Region,PANGASINAN,1121,28,685
Region II: Cagayan Valley,CAGAYAN,478,3,347
Region II: Cagayan Valley,ISABELA,750,6,485
Region II: Cagayan Valley,NUEVA VIZCAYA,533,13,161
Region II: Cagayan Valley,QUIRINO,12,0,8
Region III: Central Luzon,AURORA,2,0,0
Region III: Central Luzon,BATAAN,2255,22,1048
Region III: Central Luzon,BULACAN,7913,101,4766
Region III: Central Luzon,NUEVA ECIJA,851,13,600
Region III: Central Luzon,PAMPANGA,2921,44,1890
Region III: Central Luzon,TARLAC,507,10,271
Region III: Central Luzon,ZAMBALES,1017,6,550
Region IV-A: CALABARZON,BATANGAS,7033,93,4239
Region IV-A: CALABARZON,CAVITE,14725,135,10451
Region IV-A: CALABARZON,LAGUNA,15731,103,11837
Region IV-A: CALABARZON,QUEZON,2117,31,1372
Region IV-A: CALABARZON,RIZAL,11197,196,7994
Region IV-B: MIMAROPA,MARINDUQUE,54,1,39
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,160,2,105
Region IV-B: MIMAROPA,ORIENTAL MINDORO,616,13,363
Region IV-B: MIMAROPA,PALAWAN,379,4,263
Region IV-B: MIMAROPA,ROMBLON,60,0,46
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),133,3,118
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,111,1,76
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,1892,80,1361
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,65,0,57
Region V: Bicol Region,ALBAY,811,27,616
Region V: Bicol Region,CAMARINES NORTE,112,2,79
Region V: Bicol Region,CAMARINES SUR,980,19,708
Region V: Bicol Region,CATANDUANES,99,1,59
Region V: Bicol Region,MASBATE,185,1,161
Region V: Bicol Region,SORSOGON,236,7,182
Region VI: Western Visayas,AKLAN,150,2,80
Region VI: Western Visayas,ANTIQUE,134,1,108
Region VI: Western Visayas,CAPIZ,470,15,278
Region VI: Western Visayas,GUIMARAS,137,0,117
Region VI: Western Visayas,ILOILO,3631,61,2674
Region VI: Western Visayas,NEGROS OCCIDENTAL,6624,116,4175
Region VII: Central Visayas,BOHOL,499,8,381
Region VII: Central Visayas,CEBU,20904,1202,18170
Region VII: Central Visayas,NEGROS ORIENTAL,275,4,201
Region VII: Central Visayas,SIQUIJOR,19,0,18
Region VIII: Eastern Visayas,BILIRAN,122,2,109
Region VIII: Eastern Visayas,EASTERN SAMAR,65,1,53
Region VIII: Eastern Visayas,LEYTE,2411,25,1908
Region VIII: Eastern Visayas,NORTHERN SAMAR,179,0,150
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),1559,12,1303
Region VIII: Eastern Visayas,SOUTHERN LEYTE,327,1,269
Region X: Northern Mindanao,BUKIDNON,293,3,187
Region X: Northern Mindanao,CAMIGUIN,27,0,23
Region X: Northern Mindanao,LANAO DEL NORTE,1193,30,767
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,299,3,255
Region X: Northern Mindanao,MISAMIS ORIENTAL,1082,17,580
Region XI: Davao Region,DAVAO DE ORO,221,1,184
Region XI: Davao Region,DAVAO DEL NORTE,338,4,274
Region XI: Davao Region,DAVAO DEL SUR,2093,62,1694
Region XI: Davao Region,DAVAO OCCIDENTAL,54,2,43
Region XI: Davao Region,DAVAO ORIENTAL,243,1,210
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),206,1,138
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),269,1,165
Region XII: SOCCSKSARGEN,SARANGANI,131,3,107
Region XII: SOCCSKSARGEN,SOUTH COTABATO,800,15,371
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,120,4,78
